dataset,sample_name,seq_len,protein_size,scheduler,estimator,n_steps,mode,seed,conformer_index,step_index,n_step_frames,generation_t,alphaflow_t,entropy_curve_mode,structure_source,aligned_rmsd_to_first,aligned_step_rmsd,max_residue_displacement_to_first,deformation_amplification,pdb_path
cameo2022_medium.strict_ready,7skj_A,275,medium protein (51-400 aa),entropic,cond_marg,10,ode_heun,7,0,1,9,0.125,0.9894861195522126,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.8310016565207453,0.8310016565207438,4.1244749464697374,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_medium_condmarg/structures/cameo2022_medium.strict_ready/7skj_A/entropic_10_ode_heun_seed7/conf_1.pdb
cameo2022_medium.strict_ready,7skj_A,275,medium protein (51-400 aa),entropic,cond_marg,10,ode_heun,7,0,2,9,0.25,0.9789722391044001,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,1.3176249446165123,0.8176424606415289,6.83624372301574,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_medium_condmarg/structures/cameo2022_medium.strict_ready/7skj_A/entropic_10_ode_heun_seed7/conf_2.pdb
cameo2022_medium.strict_ready,7skj_A,275,medium protein (51-400 aa),entropic,cond_marg,10,ode_heun,7,0,3,9,0.375,0.942052001756564,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,1.6345930143741092,0.47232089849765974,8.943013491637334,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_medium_condmarg/structures/cameo2022_medium.strict_ready/7skj_A/entropic_10_ode_heun_seed7/conf_3.pdb
cameo2022_medium.strict_ready,7skj_A,275,medium protein (51-400 aa),entropic,cond_marg,10,ode_heun,7,0,4,9,0.5,0.7140675909672982,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,1.425248034813753,0.3602385173459278,7.120487518580184,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_medium_condmarg/structures/cameo2022_medium.strict_ready/7skj_A/entropic_10_ode_heun_seed7/conf_4.pdb
cameo2022_medium.strict_ready,7skj_A,275,medium protein (51-400 aa),entropic,cond_marg,10,ode_heun,7,0,5,9,0.625,0.11467221263427405,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,2.2303382802410585,3.2357511347230177,14.582102941150733,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_medium_condmarg/structures/cameo2022_medium.strict_ready/7skj_A/entropic_10_ode_heun_seed7/conf_5.pdb
cameo2022_medium.strict_ready,7skj_A,275,medium protein (51-400 aa),entropic,cond_marg,10,ode_heun,7,0,6,9,0.75,0.027425538903687603,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,2.7745237801318026,0.7663183497397594,18.440168260011156,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_medium_condmarg/structures/cameo2022_medium.strict_ready/7skj_A/entropic_10_ode_heun_seed7/conf_6.pdb
cameo2022_medium.strict_ready,7skj_A,275,medium protein (51-400 aa),entropic,cond_marg,10,ode_heun,7,0,7,9,0.875,0.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,2.7791259930353167,0.20218765629559002,18.290863436176217,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_medium_condmarg/structures/cameo2022_medium.strict_ready/7skj_A/entropic_10_ode_heun_seed7/conf_7.pdb
cameo2022_medium.strict_ready,7skj_A,275,medium protein (51-400 aa),entropic,cond_marg,10,ode_heun,7,0,8,9,1.0,0.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,2.6379117370699396,0.5654088226914008,16.875579154213902,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_medium_condmarg/structures/cameo2022_medium.strict_ready/7skj_A/entropic_10_ode_heun_seed7/conf_8.pdb
cameo2022_short.strict_ready,7mj3_A,44,short protein (<=50 aa),entropic,cond_marg,10,ode_heun,7,0,0,9,0.0,1.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,2.7519031632476826e-15,2.7519031632476826e-15,5.102196573270515e-15,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_short_condmarg/structures/cameo2022_short.strict_ready/7mj3_A/entropic_10_ode_heun_seed7/conf_0.pdb
cameo2022_short.strict_ready,7mj3_A,44,short protein (<=50 aa),entropic,cond_marg,10,ode_heun,7,0,1,9,0.125,0.9894861195522126,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,1.726838959632055,1.7268389596320552,6.4960933334035165,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_short_condmarg/structures/cameo2022_short.strict_ready/7mj3_A/entropic_10_ode_heun_seed7/conf_1.pdb
cameo2022_short.strict_ready,7mj3_A,44,short protein (<=50 aa),entropic,cond_marg,10,ode_heun,7,0,2,9,0.25,0.9789722391044001,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,1.7785328140655423,0.6443172981891648,5.858119758553161,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_short_condmarg/structures/cameo2022_short.strict_ready/7mj3_A/entropic_10_ode_heun_seed7/conf_2.pdb
cameo2022_short.strict_ready,7mj3_A,44,short protein (<=50 aa),entropic,cond_marg,10,ode_heun,7,0,3,9,0.375,0.942052001756564,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,2.109181981416026,0.5446250150428723,6.816130476666777,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_short_condmarg/structures/cameo2022_short.strict_ready/7mj3_A/entropic_10_ode_heun_seed7/conf_3.pdb
cameo2022_short.strict_ready,7mj3_A,44,short protein (<=50 aa),entropic,cond_marg,10,ode_heun,7,0,4,9,0.5,0.7140675909672982,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,2.1837760228156697,0.1812697513689108,7.199897748648607,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_short_condmarg/structures/cameo2022_short.strict_ready/7mj3_A/entropic_10_ode_heun_seed7/conf_4.pdb
cameo2022_short.strict_ready,7mj3_A,44,short protein (<=50 aa),entropic,cond_marg,10,ode_heun,7,0,5,9,0.625,0.11467221263427405,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,2.571177556209653,0.7002653852467957,8.827953370500584,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_short_condmarg/structures/cameo2022_short.strict_ready/7mj3_A/entropic_10_ode_heun_seed7/conf_5.pdb
cameo2022_short.strict_ready,7mj3_A,44,short protein (<=50 aa),entropic,cond_marg,10,ode_heun,7,0,6,9,0.75,0.027425538903687603,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,2.6220756724012455,0.2436299206538572,8.743914196578942,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_short_condmarg/structures/cameo2022_short.strict_ready/7mj3_A/entropic_10_ode_heun_seed7/conf_6.pdb
cameo2022_short.strict_ready,7mj3_A,44,short protein (<=50 aa),entropic,cond_marg,10,ode_heun,7,0,7,9,0.875,0.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,2.5766746067988673,0.1932180323841184,8.85728767649779,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_short_condmarg/structures/cameo2022_short.strict_ready/7mj3_A/entropic_10_ode_heun_seed7/conf_7.pdb
cameo2022_short.strict_ready,7mj3_A,44,short protein (<=50 aa),entropic,cond_marg,10,ode_heun,7,0,8,9,1.0,0.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,2.5982215199068714,0.3845359693014703,8.748769146217295,6.0,results/run41_rebuttal/exp_05_alphaflow_cameo2022_short_condmarg/structures/cameo2022_short.strict_ready/7mj3_A/entropic_10_ode_heun_seed7/conf_8.pdb
atlas_test.strict_ready,6q9c_B,418,long protein (>400 aa),entropic,cond_marg,25,ode_heun,7,0,0,24,0.0,1.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,8.329810421296941e-15,8.329810421296941e-15,1.798424230098713e-14,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/structures/atlas_test.strict_ready/6q9c_B/entropic_25_ode_heun_seed7/conf_0.pdb
atlas_test.strict_ready,6q9c_B,418,long protein (>400 aa),entropic,cond_marg,25,ode_heun,7,0,1,24,0.043478260869565216,0.9956283066737407,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,1.785854495548906,1.7858544955489044,12.686126387107302,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/structures/atlas_test.strict_ready/6q9c_B/entropic_25_ode_heun_seed7/conf_1.pdb
atlas_test.strict_ready,6q9c_B,418,long protein (>400 aa),entropic,cond_marg,25,ode_heun,7,0,2,24,0.08695652173913043,0.991256613347447,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,1.6710267609797638,0.6182140068615463,10.822957611311617,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/structures/atlas_test.strict_ready/6q9c_B/entropic_25_ode_heun_seed7/conf_2.pdb
atlas_test.strict_ready,6q9c_B,418,long protein (>400 aa),entropic,cond_marg,25,ode_heun,7,0,3,24,0.13043478260869565,0.9868849200211532,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,1.6333400167927796,0.25951952863173694,10.393654491335575,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/structures/atlas_test.strict_ready/6q9c_B/entropic_25_ode_heun_seed7/conf_3.pdb
atlas_test.strict_ready,6q9c_B,418,long protein (>400 aa),entropic,cond_marg,25,ode_heun,7,0,4,24,0.17391304347826086,0.9825132266948595,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,1.7263710384092206,0.1756816607597313,11.016595309477726,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/structures/atlas_test.strict_ready/6q9c_B/entropic_25_ode_heun_seed7/conf_4.pdb
atlas_test.strict_ready,6q9c_B,418,long protein (>400 aa),entropic,cond_marg,25,ode_heun,7,0,5,24,0.21739130434782608,0.9781415333685657,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,1.5993147638290357,0.21370344381766598,10.428445989477467,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/structures/atlas_test.strict_ready/6q9c_B/entropic_25_ode_heun_seed7/conf_5.pdb
atlas_test.strict_ready,6q9c_B,418,long protein (>400 aa),entropic,cond_marg,25,ode_heun,7,0,6,24,0.2608695652173913,0.973769840042272,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,1.7389832604088074,0.22054924341555257,10.832860129151252,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/structures/atlas_test.strict_ready/6q9c_B/entropic_25_ode_heun_seed7/conf_6.pdb
atlas_test.strict_ready,6q9c_B,418,long protein (>400 aa),entropic,cond_marg,25,ode_heun,7,0,7,24,0.30434782608695654,0.9693981467159781,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,1.6095346250422606,0.21268630308305436,10.344347451384241,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/structures/atlas_test.strict_ready/6q9c_B/entropic_25_ode_heun_seed7/conf_7.pdb
atlas_test.strict_ready,6q9c_B,418,long protein (>400 aa),entropic,cond_marg,25,ode_heun,7,0,8,24,0.34782608695652173,0.9631112285156478,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,1.729351805046231,0.1994522142085948,10.862846785154366,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/structures/atlas_test.strict_ready/6q9c_B/entropic_25_ode_heun_seed7/conf_8.pdb
atlas_test.strict_ready,6q9c_B,418,long protein (>400 aa),entropic,cond_marg,25,ode_heun,7,0,9,24,0.391304347826087,0.9416796723215588,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,1.6236478980998676,0.19034856129891412,10.284533461379395,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/structures/atlas_test.strict_ready/6q9c_B/entropic_25_ode_heun_seed7/conf_9.pdb
atlas_test.strict_ready,6q9c_B,418,long protein (>400 aa),entropic,cond_marg,25,ode_heun,7,0,10,24,0.43478260869565216,0.9092727986028176,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,1.7405638260657048,0.20728823377787556,10.937354899520233,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/structures/atlas_test.strict_ready/6q9c_B/entropic_25_ode_heun_seed7/conf_10.pdb
atlas_test.strict_ready,6q9c_B,418,long protein (>400 aa),entropic,cond_marg,25,ode_heun,7,0,11,24,0.4782608695652174,0.8358510371475448,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,1.6625559613217322,0.2401864543126903,10.200370781537794,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/structures/atlas_test.strict_ready/6q9c_B/entropic_25_ode_heun_seed7/conf_11.pdb
atlas_test.strict_ready,6q9c_B,418,long protein (>400 aa),entropic,cond_marg,25,ode_heun,7,0,12,24,0.5217391304347826,0.4823238121768983,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,2.0485026892126315,0.6745445842614469,12.495510752097239,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/structures/atlas_test.strict_ready/6q9c_B/entropic_25_ode_heun_seed7/conf_12.pdb
atlas_test.strict_ready,6q9c_B,418,long protein (>400 aa),entropic,cond_marg,25,ode_heun,7,0,13,24,0.5652173913043478,0.12970806637618137,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,2.289695108176443,0.4430490106295648,15.93835681696358,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/structures/atlas_test.strict_ready/6q9c_B/entropic_25_ode_heun_seed7/conf_13.pdb
atlas_test.strict_ready,6q9c_B,418,long protein (>400 aa),entropic,cond_marg,25,ode_heun,7,0,14,24,0.6086956521739131,0.05628677055392257,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,2.438929479214501,0.30070062754079385,18.129135592224753,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/structures/atlas_test.strict_ready/6q9c_B/entropic_25_ode_heun_seed7/conf_14.pdb
atlas_test.strict_ready,6q9c_B,418,long protein (>400 aa),entropic,cond_marg,25,ode_heun,7,0,15,24,0.6521739130434783,0.02386024115421003,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,2.4427083536536554,0.2746421237316292,17.603218816930088,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/structures/atlas_test.strict_ready/6q9c_B/entropic_25_ode_heun_seed7/conf_15.pdb
atlas_test.strict_ready,6q9c_B,418,long protein (>400 aa),entropic,cond_marg,25,ode_heun,7,0,16,24,0.6956521739130435,0.002428340594918472,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,2.4692621891591786,0.18865277212788237,17.62277233818356,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/structures/atlas_test.strict_ready/6q9c_B/entropic_25_ode_heun_seed7/conf_16.pdb
atlas_test.strict_ready,6q9c_B,418,long protein (>400 aa),entropic,cond_marg,25,ode_heun,7,0,17,24,0.7391304347826086,0.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,2.4988264981692105,0.18597187370351745,17.841636908627812,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/structures/atlas_test.strict_ready/6q9c_B/entropic_25_ode_heun_seed7/conf_17.pdb
atlas_test.strict_ready,6q9c_B,418,long protein (>400 aa),entropic,cond_marg,25,ode_heun,7,0,18,24,0.782608695652174,0.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,2.451928152413813,0.7209018758719457,17.926482136965987,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/structures/atlas_test.strict_ready/6q9c_B/entropic_25_ode_heun_seed7/conf_18.pdb
atlas_test.strict_ready,6q9c_B,418,long protein (>400 aa),entropic,cond_marg,25,ode_heun,7,0,19,24,0.8260869565217391,0.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,2.4102838557161133,0.4352477008878343,18.089736137938257,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/structures/atlas_test.strict_ready/6q9c_B/entropic_25_ode_heun_seed7/conf_19.pdb
atlas_test.strict_ready,6q9c_B,418,long protein (>400 aa),entropic,cond_marg,25,ode_heun,7,0,20,24,0.8695652173913043,0.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,2.215424247734205,0.32542099454303797,15.190903115958669,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/structures/atlas_test.strict_ready/6q9c_B/entropic_25_ode_heun_seed7/conf_20.pdb
atlas_test.strict_ready,6q9c_B,418,long protein (>400 aa),entropic,cond_marg,25,ode_heun,7,0,21,24,0.9130434782608695,0.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,1.7915742047950678,0.8175541002616575,10.85917664463296,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/structures/atlas_test.strict_ready/6q9c_B/entropic_25_ode_heun_seed7/conf_21.pdb
atlas_test.strict_ready,6q9c_B,418,long protein (>400 aa),entropic,cond_marg,25,ode_heun,7,0,22,24,0.9565217391304348,0.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,1.7055594923627775,0.32112641222291816,10.793879534653353,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/structures/atlas_test.strict_ready/6q9c_B/entropic_25_ode_heun_seed7/conf_22.pdb
atlas_test.strict_ready,6q9c_B,418,long protein (>400 aa),entropic,cond_marg,25,ode_heun,7,0,23,24,1.0,0.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,1.602605966131503,0.24812201314586874,10.29055992579156,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_large_condmarg/structures/atlas_test.strict_ready/6q9c_B/entropic_25_ode_heun_seed7/conf_23.pdb
atlas_test.strict_ready,6tgk_C,105,medium protein (51-400 aa),entropic,cond_marg,25,ode_heun,7,0,0,24,0.0,1.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,3.481685005577588e-15,3.481685005577588e-15,6.408593517931132e-15,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_medium_condmarg/structures/atlas_test.strict_ready/6tgk_C/entropic_25_ode_heun_seed7/conf_0.pdb
atlas_test.strict_ready,6tgk_C,105,medium protein (51-400 aa),entropic,cond_marg,25,ode_heun,7,0,1,24,0.043478260869565216,0.9956283066737407,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.2090357926723046,0.2090357926723043,1.1042517832948624,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_medium_condmarg/structures/atlas_test.strict_ready/6tgk_C/entropic_25_ode_heun_seed7/conf_1.pdb
atlas_test.strict_ready,6tgk_C,105,medium protein (51-400 aa),entropic,cond_marg,25,ode_heun,7,0,2,24,0.08695652173913043,0.991256613347447,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.2323142952945813,0.23869479465223137,1.062775488233473,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_medium_condmarg/structures/atlas_test.strict_ready/6tgk_C/entropic_25_ode_heun_seed7/conf_2.pdb
atlas_test.strict_ready,6tgk_C,105,medium protein (51-400 aa),entropic,cond_marg,25,ode_heun,7,0,3,24,0.13043478260869565,0.9868849200211532,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.3368213169800424,0.22755453806320547,2.1178664885789558,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_medium_condmarg/structures/atlas_test.strict_ready/6tgk_C/entropic_25_ode_heun_seed7/conf_3.pdb
atlas_test.strict_ready,6tgk_C,105,medium protein (51-400 aa),entropic,cond_marg,25,ode_heun,7,0,4,24,0.17391304347826086,0.9825132266948595,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.34051604477261344,0.07004929858968577,2.1517067254220255,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_medium_condmarg/structures/atlas_test.strict_ready/6tgk_C/entropic_25_ode_heun_seed7/conf_4.pdb
atlas_test.strict_ready,6tgk_C,105,medium protein (51-400 aa),entropic,cond_marg,25,ode_heun,7,0,5,24,0.21739130434782608,0.9781415333685657,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.34014802194599325,0.029084236554099457,2.093051095724397,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_medium_condmarg/structures/atlas_test.strict_ready/6tgk_C/entropic_25_ode_heun_seed7/conf_5.pdb
atlas_test.strict_ready,6tgk_C,105,medium protein (51-400 aa),entropic,cond_marg,25,ode_heun,7,0,6,24,0.2608695652173913,0.973769840042272,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.31464029651703856,0.04338108580740948,1.7421897454960442,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_medium_condmarg/structures/atlas_test.strict_ready/6tgk_C/entropic_25_ode_heun_seed7/conf_6.pdb
atlas_test.strict_ready,6tgk_C,105,medium protein (51-400 aa),entropic,cond_marg,25,ode_heun,7,0,7,24,0.30434782608695654,0.9693981467159781,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.30012808612031194,0.04721705704398476,1.5994275522379964,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_medium_condmarg/structures/atlas_test.strict_ready/6tgk_C/entropic_25_ode_heun_seed7/conf_7.pdb
atlas_test.strict_ready,6tgk_C,105,medium protein (51-400 aa),entropic,cond_marg,25,ode_heun,7,0,8,24,0.34782608695652173,0.9631112285156478,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.26876743671853165,0.07409890370927608,0.9848749988146998,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_medium_condmarg/structures/atlas_test.strict_ready/6tgk_C/entropic_25_ode_heun_seed7/conf_8.pdb
atlas_test.strict_ready,6tgk_C,105,medium protein (51-400 aa),entropic,cond_marg,25,ode_heun,7,0,9,24,0.391304347826087,0.9416796723215588,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.3188321527487091,0.10962190424900486,1.858067486011994,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_medium_condmarg/structures/atlas_test.strict_ready/6tgk_C/entropic_25_ode_heun_seed7/conf_9.pdb
atlas_test.strict_ready,6tgk_C,105,medium protein (51-400 aa),entropic,cond_marg,25,ode_heun,7,0,10,24,0.43478260869565216,0.9092727986028176,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.30856174048848933,0.06852131076045817,1.7169427036446574,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_medium_condmarg/structures/atlas_test.strict_ready/6tgk_C/entropic_25_ode_heun_seed7/conf_10.pdb
atlas_test.strict_ready,6tgk_C,105,medium protein (51-400 aa),entropic,cond_marg,25,ode_heun,7,0,11,24,0.4782608695652174,0.8358510371475448,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.3101177008300974,0.06369834537385377,1.755391681762927,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_medium_condmarg/structures/atlas_test.strict_ready/6tgk_C/entropic_25_ode_heun_seed7/conf_11.pdb
atlas_test.strict_ready,6tgk_C,105,medium protein (51-400 aa),entropic,cond_marg,25,ode_heun,7,0,12,24,0.5217391304347826,0.4823238121768983,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.3625545386366066,0.08535299042899758,2.3041968439192804,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_medium_condmarg/structures/atlas_test.strict_ready/6tgk_C/entropic_25_ode_heun_seed7/conf_12.pdb
atlas_test.strict_ready,6tgk_C,105,medium protein (51-400 aa),entropic,cond_marg,25,ode_heun,7,0,13,24,0.5652173913043478,0.12970806637618137,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.4107505799571181,0.09987678237775242,2.416702996226786,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_medium_condmarg/structures/atlas_test.strict_ready/6tgk_C/entropic_25_ode_heun_seed7/conf_13.pdb
atlas_test.strict_ready,6tgk_C,105,medium protein (51-400 aa),entropic,cond_marg,25,ode_heun,7,0,14,24,0.6086956521739131,0.05628677055392257,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.4387346997076154,0.12701682460518715,2.306269318994975,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_medium_condmarg/structures/atlas_test.strict_ready/6tgk_C/entropic_25_ode_heun_seed7/conf_14.pdb
atlas_test.strict_ready,6tgk_C,105,medium protein (51-400 aa),entropic,cond_marg,25,ode_heun,7,0,15,24,0.6521739130434783,0.02386024115421003,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.47008620088445124,0.10354638685468005,2.220869793067212,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_medium_condmarg/structures/atlas_test.strict_ready/6tgk_C/entropic_25_ode_heun_seed7/conf_15.pdb
atlas_test.strict_ready,6tgk_C,105,medium protein (51-400 aa),entropic,cond_marg,25,ode_heun,7,0,16,24,0.6956521739130435,0.002428340594918472,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.5107193517781433,0.10580300961049575,2.094856727959292,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_medium_condmarg/structures/atlas_test.strict_ready/6tgk_C/entropic_25_ode_heun_seed7/conf_16.pdb
atlas_test.strict_ready,6tgk_C,105,medium protein (51-400 aa),entropic,cond_marg,25,ode_heun,7,0,17,24,0.7391304347826086,0.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.5601357601922178,0.1091823841145831,2.1072354768417414,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_medium_condmarg/structures/atlas_test.strict_ready/6tgk_C/entropic_25_ode_heun_seed7/conf_17.pdb
atlas_test.strict_ready,6tgk_C,105,medium protein (51-400 aa),entropic,cond_marg,25,ode_heun,7,0,18,24,0.782608695652174,0.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.4359862815880038,0.4156926179738189,2.453458561197334,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_medium_condmarg/structures/atlas_test.strict_ready/6tgk_C/entropic_25_ode_heun_seed7/conf_18.pdb
atlas_test.strict_ready,6tgk_C,105,medium protein (51-400 aa),entropic,cond_marg,25,ode_heun,7,0,19,24,0.8260869565217391,0.0,conditional_minus_marginal,run41_condmarg_saved_structure_with_cond_marg_schedule_times,0.37471197671469747,0.20746129451820766,2.3035895072552304,6.0,results/run41_rebuttal/exp_05_alphaflow_atlas_test_medium_condmarg/structures/atlas_test.strict_ready/6tgk_C/entropic_25_ode_heun_seed7/conf_19.pdb
